#                                                                                            --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                     accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                             ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
HWI-ST185:476:D28N0ACXX:7:2313:9142:42323_1_93_-   -          ABC_tran             PF00005.25   0.00071   25.9   0.0   0.00071   25.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:6532:63480_1_93_+   -          ABC_tran             PF00005.25   0.00072   25.9   0.0   0.00072   25.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:8278:62846_1_74_-   -          ABC_tran             PF00005.25   0.00073   25.9   0.0   0.00073   25.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:10659:83880_1_93_+  -          ABC_tran             PF00005.25   0.00073   25.8   0.0   0.00073   25.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:11828:61673_1_93_+  -          ABC_tran             PF00005.25   0.00074   25.8   0.0   0.00074   25.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:13611:12348_1_93_-  -          ABC_tran             PF00005.25   0.00074   25.8   0.0   0.00076   25.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:18797:12640_1_93_+  -          ABC_tran             PF00005.25   0.00075   25.8   0.0   0.00075   25.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:13150:94000_1_93_-  -          ABC_tran             PF00005.25   0.00076   25.8   0.1   0.00079   25.7   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:3661:65689_1_77_+   -          ABC_tran             PF00005.25   0.00076   25.8   0.3   0.00076   25.8   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:16507:73223_1_93_-  -          ABC_tran             PF00005.25   0.00076   25.8   0.0   0.00076   25.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:8462:88611_1_93_-   -          ABC_tran             PF00005.25   0.00077   25.8   0.3   0.00077   25.8   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:6556:97977_1_93_+   -          ABC_tran             PF00005.25   0.00078   25.8   0.1   0.00078   25.8   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:8738:48467_1_93_-   -          ABC_tran             PF00005.25   0.00078   25.8   0.4    0.0008   25.7   0.4   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:9313:76218_1_93_+   -          ABC_tran             PF00005.25   0.00079   25.7   0.0    0.0008   25.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:11704:63450_1_93_-  -          ABC_tran             PF00005.25    0.0008   25.7   0.0    0.0008   25.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:13849:38515_1_93_+  -          ABC_tran             PF00005.25    0.0008   25.7   0.1   0.00084   25.7   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:18200:63812_1_93_+  -          ABC_tran             PF00005.25    0.0008   25.7   0.0    0.0008   25.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:3951:100341_1_93_+  -          ABC_tran             PF00005.25    0.0008   25.7   0.1    0.0008   25.7   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:6863:62170_1_93_+   -          ABC_tran             PF00005.25    0.0008   25.7   0.0   0.00083   25.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:13710:93216_1_93_-  -          ABC_tran             PF00005.25    0.0008   25.7   0.2    0.0008   25.7   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:18647:44050_1_93_-  -          ABC_tran             PF00005.25   0.00081   25.7   0.0   0.00081   25.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:15970:53250_1_93_+  -          ABC_tran             PF00005.25   0.00081   25.7   0.1   0.00086   25.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:15295:12325_1_93_-  -          ABC_tran             PF00005.25   0.00082   25.7   0.1   0.00087   25.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:12967:97107_1_93_+  -          ABC_tran             PF00005.25   0.00083   25.7   0.1   0.00084   25.7   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:5675:10786_1_93_-   -          ABC_tran             PF00005.25   0.00083   25.7   0.0   0.00086   25.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:5415:50936_1_93_-   -          ABC_tran             PF00005.25   0.00083   25.7   0.1   0.00084   25.7   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:16472:44606_1_93_-  -          ABC_tran             PF00005.25   0.00083   25.7   0.0   0.00085   25.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:14250:15687_1_93_-  -          ABC_tran             PF00005.25   0.00084   25.7   0.0   0.00085   25.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:9229:64000_1_93_-   -          ABC_tran             PF00005.25   0.00084   25.7   0.0   0.00084   25.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:10761:29532_1_93_-  -          ABC_tran             PF00005.25   0.00084   25.7   0.0   0.00087   25.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:6638:96045_1_92_-   -          ABC_tran             PF00005.25   0.00085   25.6   0.1   0.00085   25.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:11226:52472_1_93_+  -          ABC_tran             PF00005.25   0.00085   25.6   0.0   0.00085   25.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:18892:24344_1_93_-  -          ABC_tran             PF00005.25   0.00086   25.6   0.0   0.00087   25.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:20096:85964_1_93_-  -          ABC_tran             PF00005.25   0.00086   25.6   0.0   0.00086   25.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:16840:86212_1_93_-  -          ABC_tran             PF00005.25   0.00087   25.6   0.1   0.00091   25.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:8593:84608_1_93_+   -          ABC_tran             PF00005.25   0.00087   25.6   0.1   0.00088   25.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:3143:63924_1_93_+   -          ABC_tran             PF00005.25   0.00088   25.6   0.0   0.00088   25.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:6027:87644_1_93_+   -          ABC_tran             PF00005.25   0.00088   25.6   0.0   0.00088   25.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:13736:95087_1_93_-  -          ABC_tran             PF00005.25   0.00089   25.6   0.0   0.00097   25.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:17779:50415_1_93_-  -          ABC_tran             PF00005.25   0.00089   25.6   0.3   0.00089   25.6   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:10842:68226_1_93_-  -          ABC_tran             PF00005.25    0.0009   25.6   0.0    0.0009   25.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:3993:52081_1_93_+   -          ABC_tran             PF00005.25    0.0009   25.6   0.0    0.0009   25.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:13694:2104_1_93_+   -          ABC_tran             PF00005.25    0.0009   25.6   0.1    0.0009   25.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:11067:81990_1_93_-  -          ABC_tran             PF00005.25   0.00093   25.5   0.0   0.00097   25.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:13088:45933_1_93_+  -          ABC_tran             PF00005.25   0.00093   25.5   0.0   0.00093   25.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:11735:3398_1_90_-   -          ABC_tran             PF00005.25   0.00093   25.5   0.0   0.00093   25.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:15910:35271_1_93_-  -          ABC_tran             PF00005.25   0.00093   25.5   0.2   0.00098   25.4   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:19266:65732_1_93_+  -          ABC_tran             PF00005.25   0.00094   25.5   0.0   0.00098   25.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:11926:54642_1_93_+  -          ABC_tran             PF00005.25   0.00094   25.5   0.1   0.00096   25.5   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:15866:70002_1_93_-  -          ABC_tran             PF00005.25   0.00095   25.5   0.1   0.00099   25.4   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:2086:70485_1_93_-   -          ABC_tran             PF00005.25   0.00095   25.5   0.1   0.00095   25.5   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:2482:9495_1_93_+    -          ABC_tran             PF00005.25   0.00095   25.5   0.0   0.00095   25.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:8759:50710_1_72_+   -          ABC_tran             PF00005.25   0.00095   25.5   0.0   0.00095   25.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:18218:60936_1_93_+  -          ABC_tran             PF00005.25   0.00096   25.5   0.0   0.00096   25.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:4831:48872_1_93_-   -          ABC_tran             PF00005.25   0.00096   25.5   0.2     0.001   25.4   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:18302:36926_1_93_+  -          ABC_tran             PF00005.25   0.00097   25.5   0.0   0.00097   25.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:19478:62965_1_93_-  -          ABC_tran             PF00005.25   0.00097   25.5   0.0     0.001   25.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:4643:5210_1_93_-    -          ABC_tran             PF00005.25   0.00099   25.4   0.1     0.001   25.4   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:1382:41664_1_93_-   -          ABC_tran             PF00005.25   0.00099   25.4   0.0   0.00099   25.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:1938:22584_1_93_-   -          ABC_tran             PF00005.25     0.001   25.4   0.7     0.001   25.4   0.7   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:4227:8739_1_91_-    -          ABC_tran             PF00005.25     0.001   25.4   0.0     0.001   25.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:3175:17280_1_93_+   -          ABC_tran             PF00005.25     0.001   25.4   0.0     0.001   25.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:18451:97859_1_93_-  -          ABC_tran             PF00005.25     0.001   25.4   0.0     0.001   25.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:19624:9948_1_90_-   -          ABC_tran             PF00005.25     0.001   25.4   0.5     0.001   25.4   0.5   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:19185:63982_1_93_+  -          ABC_tran             PF00005.25     0.001   25.4   0.1     0.001   25.4   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:17706:24356_1_93_+  -          ABC_tran             PF00005.25     0.001   25.4   0.0    0.0011   25.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:1785:84961_1_93_+   -          ABC_tran             PF00005.25     0.001   25.4   0.1     0.001   25.4   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:12264:52992_1_93_+  -          ABC_tran             PF00005.25     0.001   25.3   0.1    0.0011   25.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:14297:94929_1_93_+  -          ABC_tran             PF00005.25     0.001   25.3   0.0     0.001   25.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:17009:87178_1_93_-  -          ABC_tran             PF00005.25    0.0011   25.3   0.2    0.0011   25.3   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:6764:86959_1_93_-   -          ABC_tran             PF00005.25    0.0011   25.3   0.1    0.0011   25.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:16492:12207_1_93_+  -          ABC_tran             PF00005.25    0.0011   25.3   0.0    0.0011   25.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:18953:39877_1_93_-  -          ABC_tran             PF00005.25    0.0011   25.3   0.1    0.0011   25.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:13979:57933_1_93_-  -          ABC_tran             PF00005.25    0.0011   25.3   0.0    0.0011   25.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:3828:15842_1_93_-   -          ABC_tran             PF00005.25    0.0011   25.3   0.3    0.0011   25.3   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:9639:26939_1_86_+   -          ABC_tran             PF00005.25    0.0011   25.3   0.0    0.0011   25.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:6404:97512_1_86_+   -          ABC_tran             PF00005.25    0.0011   25.3   0.2    0.0011   25.3   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:20580:50257_1_93_-  -          ABC_tran             PF00005.25    0.0011   25.3   0.2    0.0011   25.3   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:11484:61690_1_93_+  -          ABC_tran             PF00005.25    0.0011   25.2   0.0    0.0011   25.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:15533:74026_1_93_+  -          ABC_tran             PF00005.25    0.0011   25.2   0.0    0.0011   25.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:20388:75889_1_93_+  -          ABC_tran             PF00005.25    0.0011   25.2   0.0    0.0012   25.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:19690:45807_1_93_+  -          ABC_tran             PF00005.25    0.0011   25.2   0.0    0.0012   25.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:3949:64996_1_93_+   -          ABC_tran             PF00005.25    0.0011   25.2   0.1    0.0011   25.2   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:6426:70135_1_93_-   -          ABC_tran             PF00005.25    0.0011   25.2   0.0    0.0011   25.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:2646:51236_1_93_+   -          ABC_tran             PF00005.25    0.0011   25.2   0.2    0.0011   25.2   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:19119:79937_1_93_-  -          ABC_tran             PF00005.25    0.0011   25.2   0.6    0.0012   25.2   0.6   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:12347:65724_1_93_+  -          ABC_tran             PF00005.25    0.0012   25.2   0.0    0.0012   25.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:20584:59552_1_93_+  -          ABC_tran             PF00005.25    0.0012   25.2   0.0    0.0012   25.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:20021:26499_1_93_+  -          ABC_tran             PF00005.25    0.0012   25.2   0.1    0.0013   25.1   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:17210:51152_1_81_-  -          ABC_tran             PF00005.25    0.0012   25.2   0.0    0.0012   25.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:17638:62084_1_93_-  -          ABC_tran             PF00005.25    0.0012   25.2   0.0    0.0012   25.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:7913:39936_1_75_+   -          ABC_tran             PF00005.25    0.0012   25.2   0.3    0.0012   25.1   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:6909:68795_1_93_-   -          ABC_tran             PF00005.25    0.0012   25.2   0.1    0.0012   25.2   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:18324:87338_1_93_-  -          ABC_tran             PF00005.25    0.0012   25.2   0.0    0.0012   25.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:12173:41360_1_93_+  -          ABC_tran             PF00005.25    0.0012   25.1   0.1    0.0012   25.1   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:10573:29225_1_93_+  -          ABC_tran             PF00005.25    0.0012   25.1   0.0    0.0012   25.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:5802:97857_1_93_-   -          ABC_tran             PF00005.25    0.0012   25.1   0.1    0.0013   25.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:10579:85437_1_93_-  -          ABC_tran             PF00005.25    0.0012   25.1   0.0    0.0012   25.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:9624:62228_1_81_+   -          ABC_tran             PF00005.25    0.0012   25.1   0.0    0.0012   25.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:17367:84256_1_93_-  -          ABC_tran             PF00005.25    0.0013   25.1   0.4    0.0013   25.0   0.4   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:3406:20918_1_93_-   -          ABC_tran             PF00005.25    0.0013   25.1   0.4    0.0013   25.1   0.4   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:9609:94659_1_93_+   -          ABC_tran             PF00005.25    0.0013   25.1   0.1    0.0013   25.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:17499:42379_1_93_-  -          ABC_tran             PF00005.25    0.0013   25.1   0.0    0.0013   25.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:19658:62592_1_93_-  -          ABC_tran             PF00005.25    0.0013   25.1   0.0    0.0013   25.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:18422:46732_1_93_+  -          ABC_tran             PF00005.25    0.0013   25.1   0.1    0.0013   25.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:16596:92236_1_93_+  -          ABC_tran             PF00005.25    0.0013   25.0   0.1    0.0013   25.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:11778:16840_1_93_+  -          ABC_tran             PF00005.25    0.0013   25.0   0.2    0.0014   24.9   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:3242:18306_1_93_-   -          ABC_tran             PF00005.25    0.0013   25.0   0.0    0.0013   25.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:19456:39780_1_92_-  -          ABC_tran             PF00005.25    0.0013   25.0   0.0    0.0013   25.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:6502:93162_1_93_+   -          ABC_tran             PF00005.25    0.0013   25.0   0.2    0.0014   25.0   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:17093:60580_1_93_+  -          ABC_tran             PF00005.25    0.0013   25.0   0.0    0.0014   25.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:17518:80040_1_93_-  -          ABC_tran             PF00005.25    0.0013   25.0   0.0    0.0014   25.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:2708:38835_1_93_-   -          ABC_tran             PF00005.25    0.0013   25.0   0.0    0.0013   25.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:10816:37465_1_93_-  -          ABC_tran             PF00005.25    0.0013   25.0   0.1    0.0013   25.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:14552:24661_1_93_-  -          ABC_tran             PF00005.25    0.0013   25.0   0.0    0.0014   25.0   0.0   1.0   1   0   0   1   1   1   1 -
