GenomeID	MEBS_SS	Comp_mean	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29
GCF_000017225.1_ASM1722v1	5.011	57.9	33.3	10.0	100.0	52.9	40.0	45.0	66.7	100.0	100.0	45.0	27.6	0.0	100.0	100.0	57.1	43.8	25.0	28.6	57.1	28.6	0.0	28.6	63.6	100.0	100.0	100.0	100.0	75.0	50.0
GCF_000017245.1_ASM1724v1	3.997	65.6	55.6	40.0	0.0	64.7	60.0	50.0	77.8	100.0	80.0	65.0	48.3	100.0	33.3	100.0	71.4	43.8	41.7	42.9	85.7	71.4	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000017265.1_ASM1726v1	0.672	73.1	44.4	30.0	100.0	64.7	55.0	45.0	77.8	100.0	100.0	55.0	37.9	100.0	66.7	100.0	64.3	50.0	91.7	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000017285.1_ASM1728v1	-1.545	74.0	44.4	40.0	100.0	52.9	50.0	25.0	66.7	100.0	100.0	65.0	37.9	100.0	100.0	100.0	71.4	50.0	91.7	100.0	85.7	71.4	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000017305.1_ASM1730v1	-0.917	68.6	55.6	50.0	0.0	52.9	55.0	35.0	66.7	100.0	100.0	60.0	37.9	100.0	100.0	100.0	64.3	50.0	83.3	85.7	85.7	42.9	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000017405.1_ASM1740v1	-0.256000000000001	73.7	44.4	30.0	100.0	58.8	55.0	40.0	77.8	100.0	100.0	60.0	37.9	100.0	100.0	100.0	71.4	56.2	100.0	100.0	85.7	42.9	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000017425.1_ASM1742v1	3.079	66.1	55.6	40.0	0.0	58.8	55.0	45.0	77.8	100.0	100.0	60.0	34.5	0.0	100.0	100.0	57.1	50.0	75.0	85.7	85.7	42.9	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000017465.2_ASM1746v2	6.219	53.5	44.4	30.0	0.0	52.9	45.0	45.0	77.8	100.0	80.0	35.0	31.0	0.0	33.3	100.0	57.1	25.0	25.0	28.6	85.7	14.3	0.0	28.6	63.6	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000017505.1_ASM1750v1	6.463	72.2	66.7	50.0	100.0	76.5	60.0	60.0	77.8	100.0	80.0	60.0	44.8	0.0	66.7	100.0	57.1	50.0	91.7	100.0	85.7	57.1	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	66.7
GCF_000017545.1_ASM1754v1	0.833000000000001	33.6	33.3	20.0	100.0	23.5	30.0	20.0	11.1	0.0	60.0	40.0	17.2	0.0	66.7	0.0	42.9	25.0	50.0	42.9	57.1	14.3	0.0	57.1	45.5	0.0	0.0	0.0	100.0	100.0	16.7
GCF_000017565.1_ASM1756v1	-2.493	64.6	44.4	30.0	100.0	35.3	45.0	15.0	44.4	100.0	100.0	60.0	27.6	0.0	100.0	100.0	57.1	31.2	91.7	100.0	85.7	42.9	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000017585.1_ASM1758v1	4.008	50.6	33.3	20.0	0.0	47.1	45.0	40.0	66.7	100.0	60.0	35.0	31.0	0.0	33.3	50.0	57.1	31.2	41.7	57.1	85.7	14.3	0.0	14.3	63.6	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000017605.1_ASM1760v1	0.78	62.1	33.3	40.0	0.0	47.1	60.0	40.0	55.6	100.0	100.0	60.0	31.0	0.0	100.0	100.0	50.0	56.2	83.3	85.7	71.4	42.9	0.0	57.1	54.5	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000017625.1_ASM1762v1	5.336	60.3	44.4	10.0	100.0	58.8	50.0	40.0	44.4	100.0	100.0	60.0	34.5	0.0	100.0	100.0	50.0	43.8	25.0	28.6	71.4	57.1	0.0	42.9	63.6	100.0	100.0	100.0	100.0	75.0	50.0
GCF_000017645.1_ASM1764v1	2.248	78.1	55.6	60.0	100.0	64.7	50.0	50.0	77.8	100.0	100.0	65.0	48.3	100.0	100.0	100.0	64.3	68.8	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000017665.1_ASM1766v1	2.07	74.7	55.6	40.0	100.0	58.8	60.0	45.0	77.8	100.0	100.0	70.0	44.8	100.0	100.0	100.0	64.3	56.2	75.0	85.7	85.7	71.4	0.0	42.9	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000017705.1_ASM1770v1	0.802	70.1	44.4	40.0	100.0	64.7	60.0	40.0	77.8	100.0	100.0	65.0	44.8	0.0	100.0	100.0	57.1	50.0	75.0	85.7	85.7	71.4	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000017725.2_ASM1772v2	6.317	56.8	55.6	30.0	50.0	47.1	45.0	40.0	77.8	100.0	80.0	35.0	31.0	0.0	66.7	100.0	57.1	37.5	25.0	28.6	85.7	14.3	0.0	28.6	63.6	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000017805.1_ASM1780v1	5.58	68.1	77.8	40.0	100.0	52.9	50.0	45.0	77.8	100.0	100.0	35.0	44.8	0.0	100.0	100.0	57.1	37.5	83.3	85.7	85.7	28.6	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000017845.1_ASM1784v1	3.189	68.9	77.8	40.0	100.0	52.9	45.0	40.0	55.6	100.0	100.0	55.0	41.4	0.0	100.0	100.0	57.1	43.8	75.0	85.7	85.7	71.4	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000017865.1_ASM1786v1	1.535	37.3	55.6	10.0	100.0	35.3	35.0	25.0	22.2	0.0	80.0	50.0	31.0	0.0	66.7	0.0	42.9	31.2	50.0	42.9	57.1	42.9	0.0	42.9	45.5	0.0	0.0	0.0	100.0	100.0	16.7
GCF_000017885.4_ASM1788v4	1.597	68.1	66.7	50.0	0.0	52.9	45.0	35.0	66.7	100.0	100.0	65.0	34.5	100.0	100.0	100.0	64.3	43.8	75.0	85.7	85.7	57.1	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000017945.1_ASM1794v1	8.288	30.9	55.6	10.0	0.0	41.2	45.0	35.0	55.6	0.0	80.0	40.0	24.1	0.0	33.3	100.0	50.0	25.0	33.3	42.9	57.1	14.3	0.0	0.0	54.5	0.0	0.0	0.0	0.0	50.0	50.0
GCF_000018005.1_ASM1800v1	0.905	68.5	66.7	30.0	50.0	52.9	45.0	35.0	66.7	100.0	100.0	60.0	34.5	0.0	100.0	100.0	57.1	43.8	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000018025.1_ASM1802v1	3.122	70.1	55.6	50.0	100.0	64.7	65.0	50.0	77.8	100.0	80.0	65.0	48.3	0.0	33.3	100.0	57.1	43.8	91.7	100.0	85.7	71.4	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000018045.1_ASM1804v1	2.384	76.5	55.6	30.0	100.0	64.7	65.0	50.0	77.8	100.0	100.0	70.0	48.3	100.0	100.0	100.0	71.4	56.2	83.3	85.7	85.7	71.4	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000018065.1_ASM1806v1	2.118	50.3	55.6	30.0	50.0	23.5	40.0	15.0	22.2	0.0	60.0	55.0	31.0	0.0	66.7	100.0	50.0	25.0	50.0	42.9	71.4	42.9	0.0	57.1	54.5	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000018085.1_ASM1808v1	2.328	76.5	55.6	40.0	100.0	64.7	65.0	50.0	77.8	100.0	100.0	65.0	48.3	100.0	100.0	100.0	71.4	50.0	83.3	85.7	85.7	71.4	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000018105.1_ASM1810v1	1.812	67.8	66.7	50.0	100.0	47.1	45.0	35.0	55.6	100.0	100.0	65.0	34.5	0.0	100.0	100.0	57.1	50.0	75.0	85.7	71.4	42.9	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000018145.1_ASM1814v1	2.934	78.2	77.8	60.0	100.0	58.8	50.0	40.0	77.8	100.0	100.0	55.0	62.1	100.0	100.0	100.0	71.4	56.2	100.0	100.0	85.7	57.1	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000018185.1_ASM1818v1	-1.262	36.4	22.2	20.0	0.0	11.8	15.0	15.0	11.1	100.0	100.0	40.0	10.3	0.0	66.7	100.0	57.1	25.0	33.3	42.9	85.7	0.0	0.0	28.6	63.6	0.0	0.0	0.0	100.0	100.0	8.3
GCF_000018205.1_ASM1820v1	0.0779999999999998	42.4	33.3	20.0	100.0	17.6	35.0	10.0	33.3	0.0	60.0	20.0	20.7	0.0	66.7	50.0	28.6	18.8	41.7	28.6	57.1	14.3	0.0	28.6	36.4	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000018265.1_ASM1826v1	2.454	71.0	66.7	40.0	100.0	52.9	60.0	35.0	66.7	100.0	100.0	55.0	37.9	0.0	100.0	100.0	57.1	50.0	91.7	100.0	85.7	57.1	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000018285.1_ASM1828v1	1.947	75.6	66.7	50.0	100.0	64.7	60.0	50.0	77.8	100.0	80.0	65.0	51.7	100.0	66.7	100.0	64.3	43.8	91.7	100.0	85.7	71.4	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000018305.1_ASM1830v1	5.945	48.0	88.9	10.0	100.0	29.4	65.0	10.0	33.3	0.0	40.0	45.0	41.4	100.0	66.7	100.0	57.1	25.0	66.7	85.7	71.4	57.1	0.0	28.6	54.5	0.0	0.0	0.0	100.0	75.0	41.7
GCF_000018325.1_ASM1832v1	2.606	36.6	22.2	30.0	0.0	52.9	40.0	35.0	66.7	0.0	80.0	35.0	27.6	0.0	33.3	0.0	57.1	31.2	66.7	57.1	85.7	42.9	0.0	42.9	72.7	0.0	0.0	0.0	100.0	50.0	33.3
GCF_000018345.1_ASM1834v1	4.267	72.9	77.8	30.0	100.0	70.6	55.0	55.0	66.7	100.0	80.0	70.0	37.9	0.0	100.0	100.0	57.1	68.8	91.7	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000018365.1_ASM1836v1	8.308	32.8	66.7	0.0	50.0	52.9	40.0	50.0	55.6	0.0	80.0	45.0	27.6	0.0	33.3	50.0	42.9	43.8	33.3	14.3	42.9	14.3	0.0	28.6	45.5	0.0	0.0	0.0	0.0	75.0	58.3
GCF_000018405.1_ASM1840v1	8.007	60.3	66.7	30.0	0.0	70.6	75.0	45.0	77.8	0.0	80.0	55.0	37.9	0.0	33.3	100.0	50.0	50.0	75.0	100.0	71.4	42.9	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	66.7
GCF_000018425.1_ASM1842v1	11.972	47.8	77.8	10.0	50.0	76.5	75.0	55.0	77.8	0.0	80.0	45.0	41.4	0.0	33.3	100.0	50.0	37.5	25.0	28.6	71.4	57.1	0.0	57.1	54.5	0.0	0.0	0.0	100.0	100.0	83.3
GCF_000018445.1_ASM1844v1	-0.989000000000001	67.6	33.3	20.0	100.0	47.1	50.0	30.0	55.6	100.0	100.0	65.0	31.0	0.0	100.0	100.0	57.1	43.8	83.3	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000018485.1_ASM1848v1	5.011	57.9	33.3	10.0	100.0	52.9	40.0	45.0	66.7	100.0	100.0	45.0	27.6	0.0	100.0	100.0	57.1	43.8	25.0	28.6	57.1	28.6	0.0	28.6	63.6	100.0	100.0	100.0	100.0	75.0	50.0
GCF_000018545.1_ASM1854v1	-0.952	73.5	55.6	40.0	100.0	58.8	45.0	40.0	66.7	100.0	100.0	60.0	37.9	100.0	100.0	100.0	71.4	43.8	100.0	100.0	85.7	42.9	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000018605.1_ASM1860v1	6.398	35.6	55.6	20.0	0.0	52.9	35.0	45.0	55.6	0.0	80.0	50.0	20.7	0.0	33.3	0.0	57.1	37.5	25.0	0.0	85.7	14.3	0.0	42.9	72.7	0.0	0.0	0.0	100.0	100.0	50.0
GCF_000018625.1_ASM1862v1	4.356	76.8	55.6	50.0	100.0	76.5	65.0	60.0	77.8	100.0	100.0	70.0	48.3	100.0	100.0	100.0	64.3	50.0	83.3	85.7	85.7	71.4	0.0	42.9	81.8	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000018665.1_ASM1866v1	0.174	75.5	55.6	40.0	100.0	64.7	60.0	45.0	77.8	100.0	100.0	65.0	44.8	100.0	100.0	100.0	64.3	50.0	91.7	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000018685.1_ASM1868v1	2.405	49.5	44.4	20.0	100.0	41.2	50.0	25.0	33.3	100.0	80.0	45.0	34.5	100.0	66.7	50.0	71.4	25.0	41.7	14.3	85.7	57.1	0.0	42.9	72.7	0.0	0.0	0.0	100.0	100.0	33.3
GCF_000018785.1_ASM1878v1	-1.658	26.0	22.2	20.0	0.0	5.9	25.0	10.0	11.1	0.0	80.0	40.0	13.8	0.0	66.7	0.0	28.6	25.0	50.0	42.9	42.9	0.0	0.0	42.9	27.3	0.0	0.0	0.0	100.0	100.0	0.0
GCF_000018825.1_ASM1882v1	2.882	66.9	55.6	50.0	0.0	58.8	55.0	40.0	77.8	100.0	100.0	70.0	34.5	0.0	100.0	100.0	57.1	50.0	75.0	85.7	85.7	57.1	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000018845.1_ASM1884v1	0.683	72.1	55.6	60.0	100.0	64.7	55.0	40.0	77.8	100.0	100.0	60.0	51.7	0.0	100.0	100.0	57.1	50.0	91.7	100.0	85.7	42.9	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000018865.1_ASM1886v1	6.179	65.2	77.8	40.0	100.0	58.8	60.0	45.0	66.7	0.0	100.0	50.0	51.7	0.0	100.0	100.0	50.0	37.5	83.3	85.7	71.4	57.1	0.0	42.9	54.5	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000018885.1_ASM1888v1	-2.959	58.9	55.6	30.0	50.0	23.5	40.0	10.0	22.2	100.0	100.0	60.0	31.0	0.0	100.0	100.0	50.0	31.2	83.3	85.7	71.4	42.9	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	0.0
GCF_000018945.1_ASM1894v1	2.939	41.6	33.3	20.0	100.0	35.3	35.0	30.0	33.3	0.0	60.0	45.0	27.6	100.0	66.7	0.0	64.3	43.8	25.0	0.0	85.7	42.9	0.0	71.4	54.5	0.0	0.0	0.0	100.0	100.0	33.3
GCF_000019045.1_ASM1904v1	1.548	52.3	55.6	40.0	0.0	29.4	45.0	15.0	22.2	0.0	80.0	65.0	31.0	0.0	33.3	100.0	57.1	12.5	83.3	85.7	85.7	57.1	0.0	28.6	63.6	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000019065.1_ASM1906v1	2.73	40.5	33.3	20.0	0.0	47.1	45.0	25.0	22.2	0.0	60.0	40.0	27.6	100.0	33.3	100.0	64.3	25.0	41.7	28.6	85.7	42.9	0.0	42.9	72.7	0.0	0.0	0.0	100.0	100.0	16.7
GCF_000019125.1_ASM1912v1	1.665	78.7	44.4	60.0	100.0	64.7	55.0	50.0	66.7	100.0	100.0	70.0	44.8	100.0	100.0	100.0	71.4	81.2	91.7	100.0	85.7	71.4	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000019145.1_ASM1914v1	-0.400999999999999	74.3	44.4	40.0	100.0	58.8	55.0	40.0	77.8	100.0	100.0	60.0	37.9	100.0	100.0	100.0	64.3	56.2	91.7	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000019165.1_ASM1916v1	5.558	46.8	33.3	30.0	0.0	58.8	45.0	45.0	77.8	100.0	80.0	45.0	27.6	0.0	33.3	100.0	50.0	31.2	58.3	85.7	71.4	28.6	0.0	42.9	54.5	0.0	0.0	0.0	100.0	100.0	58.3
GCF_000019185.1_ASM1918v1	3.559	75.8	66.7	40.0	100.0	70.6	65.0	55.0	77.8	100.0	80.0	65.0	51.7	100.0	66.7	100.0	64.3	43.8	91.7	100.0	85.7	71.4	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000019205.1_ASM1920v1	4.63	50.6	66.7	30.0	0.0	41.2	40.0	30.0	77.8	100.0	60.0	45.0	31.0	0.0	33.3	50.0	57.1	31.2	16.7	14.3	85.7	14.3	0.0	28.6	63.6	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000019225.1_ASM1922v1	-0.523	71.6	44.4	30.0	100.0	52.9	50.0	30.0	66.7	100.0	100.0	70.0	37.9	100.0	100.0	100.0	64.3	50.0	83.3	85.7	85.7	71.4	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000019285.1_ASM1928v1	2.621	56.4	44.4	20.0	100.0	41.2	40.0	35.0	44.4	100.0	60.0	35.0	20.7	0.0	33.3	100.0	57.1	25.0	66.7	71.4	85.7	14.3	0.0	42.9	63.6	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000019365.1_ASM1936v1	3.514	78.6	55.6	60.0	100.0	76.5	60.0	55.0	77.8	100.0	100.0	65.0	58.6	100.0	100.0	100.0	71.4	62.5	91.7	100.0	85.7	42.9	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000019445.1_ASM1944v1	0.962	77.0	44.4	40.0	100.0	70.6	55.0	45.0	77.8	100.0	100.0	70.0	41.4	100.0	100.0	100.0	71.4	50.0	91.7	100.0	85.7	71.4	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000019485.1_ASM1948v1	3.652	59.3	66.7	40.0	0.0	52.9	45.0	30.0	66.7	100.0	80.0	65.0	34.5	0.0	66.7	100.0	50.0	31.2	66.7	71.4	71.4	42.9	0.0	42.9	54.5	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000019525.1_ASM1952v1	1.983	73.0	66.7	40.0	100.0	64.7	65.0	45.0	77.8	100.0	100.0	65.0	51.7	0.0	100.0	100.0	57.1	62.5	83.3	100.0	85.7	71.4	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000019605.1_ASM1960v1	5.394	39.2	33.3	0.0	50.0	47.1	45.0	50.0	44.4	0.0	60.0	40.0	31.0	0.0	66.7	0.0	57.1	50.0	58.3	57.1	71.4	28.6	0.0	57.1	63.6	0.0	0.0	0.0	100.0	75.0	50.0
GCF_000019665.1_ASM1966v1	5.231	52.3	66.7	30.0	100.0	70.6	55.0	55.0	66.7	100.0	60.0	60.0	41.4	0.0	33.3	100.0	57.1	37.5	41.7	28.6	85.7	57.1	0.0	57.1	63.6	0.0	0.0	0.0	100.0	100.0	50.0
GCF_000019685.1_ASM1968v1	-0.785	14.0	11.1	10.0	50.0	0.0	5.0	0.0	11.1	0.0	40.0	25.0	6.9	0.0	0.0	50.0	14.3	0.0	16.7	14.3	14.3	0.0	0.0	0.0	36.4	0.0	0.0	0.0	0.0	100.0	0.0
GCF_000019725.1_ASM1972v1	2.347	77.6	55.6	50.0	100.0	70.6	60.0	50.0	77.8	100.0	100.0	65.0	55.2	100.0	100.0	100.0	71.4	56.2	91.7	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000019745.1_ASM1974v1	0.0849999999999999	57.9	44.4	60.0	100.0	29.4	35.0	20.0	44.4	100.0	80.0	35.0	24.1	0.0	66.7	100.0	50.0	31.2	66.7	100.0	71.4	28.6	0.0	71.4	54.5	100.0	100.0	100.0	100.0	50.0	16.7
GCF_000019785.1_ASM1978v1	2.444	78.1	66.7	60.0	100.0	64.7	50.0	45.0	77.8	100.0	100.0	60.0	44.8	100.0	100.0	100.0	64.3	81.2	91.7	100.0	85.7	57.1	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000019845.1_ASM1984v1	1.18	70.3	44.4	40.0	100.0	64.7	45.0	50.0	66.7	100.0	100.0	65.0	34.5	0.0	100.0	100.0	64.3	62.5	91.7	100.0	85.7	42.9	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000019905.1_ASM1990v1	-2.123	56.0	44.4	40.0	0.0	11.8	35.0	15.0	11.1	100.0	100.0	40.0	24.1	0.0	100.0	100.0	57.1	31.2	75.0	85.7	85.7	28.6	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000019925.1_ASM1992v1	-0.110000000000001	76.2	55.6	40.0	100.0	64.7	55.0	45.0	77.8	100.0	100.0	70.0	41.4	100.0	100.0	100.0	71.4	50.0	100.0	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000019945.1_ASM1994v1	1.242	72.5	55.6	60.0	100.0	64.7	55.0	40.0	77.8	100.0	100.0	60.0	55.2	0.0	100.0	100.0	57.1	56.2	91.7	100.0	85.7	57.1	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000019965.1_ASM1996v1	2.757	66.8	44.4	40.0	100.0	64.7	55.0	45.0	77.8	100.0	100.0	70.0	44.8	0.0	66.7	100.0	57.1	43.8	75.0	71.4	71.4	57.1	0.0	57.1	54.5	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000020005.1_ASM2000v1	3.436	45.9	44.4	0.0	100.0	64.7	55.0	45.0	55.6	0.0	80.0	40.0	41.4	0.0	66.7	0.0	57.1	43.8	66.7	57.1	85.7	57.1	0.0	57.1	72.7	0.0	0.0	0.0	100.0	100.0	41.7
GCF_000020025.1_ASM2002v1	2.892	69.0	88.9	30.0	100.0	58.8	45.0	40.0	66.7	100.0	100.0	65.0	37.9	0.0	100.0	100.0	50.0	43.8	75.0	85.7	71.4	42.9	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000020045.1_ASM2004v1	1.027	75.6	55.6	30.0	100.0	64.7	55.0	45.0	77.8	100.0	100.0	70.0	37.9	100.0	100.0	100.0	71.4	56.2	91.7	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000020065.1_ASM2006v1	-0.736	6.2	11.1	20.0	0.0	0.0	5.0	0.0	11.1	0.0	60.0	15.0	6.9	0.0	0.0	0.0	0.0	0.0	8.3	0.0	0.0	0.0	0.0	0.0	18.2	0.0	0.0	0.0	0.0	25.0	0.0
GCF_000020125.1_ASM2012v1	-0.41	74.9	44.4	30.0	100.0	64.7	50.0	45.0	77.8	100.0	100.0	70.0	37.9	100.0	100.0	100.0	71.4	50.0	91.7	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000020145.1_ASM2014v1	2.075	38.0	33.3	10.0	0.0	29.4	35.0	30.0	22.2	100.0	40.0	35.0	17.2	0.0	66.7	100.0	42.9	31.2	66.7	71.4	57.1	14.3	0.0	28.6	36.4	0.0	0.0	0.0	100.0	100.0	33.3
GCF_000020165.1_ASM2016v1	1.951	45.2	22.2	20.0	0.0	41.2	40.0	30.0	22.2	100.0	80.0	45.0	27.6	0.0	66.7	100.0	50.0	25.0	58.3	85.7	85.7	57.1	0.0	57.1	72.7	0.0	0.0	0.0	100.0	100.0	25.0
GCF_000020205.1_ASM2020v1	0.9	77.5	44.4	60.0	100.0	58.8	55.0	40.0	77.8	100.0	100.0	70.0	44.8	100.0	100.0	100.0	64.3	81.2	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000020225.1_ASM2022v1	2.28	40.5	33.3	40.0	0.0	41.2	50.0	25.0	33.3	0.0	80.0	65.0	27.6	0.0	66.7	100.0	57.1	25.0	50.0	42.9	85.7	42.9	0.0	28.6	63.6	0.0	0.0	0.0	100.0	100.0	16.7
GCF_000020265.1_ASM2026v1	-1.926	74.0	55.6	50.0	100.0	52.9	45.0	35.0	66.7	100.0	100.0	60.0	37.9	100.0	100.0	100.0	71.4	50.0	100.0	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000020285.1_ASM2028v1	2.094	45.3	22.2	20.0	0.0	41.2	40.0	30.0	22.2	100.0	80.0	55.0	27.6	0.0	66.7	100.0	57.1	25.0	58.3	85.7	85.7	57.1	0.0	42.9	72.7	0.0	0.0	0.0	100.0	100.0	25.0
GCF_000020325.1_ASM2032v1	7.035	61.3	66.7	60.0	0.0	64.7	55.0	50.0	66.7	100.0	80.0	45.0	51.7	0.0	66.7	100.0	50.0	43.8	41.7	28.6	71.4	71.4	0.0	42.9	54.5	100.0	100.0	100.0	100.0	100.0	66.7
GCF_000020365.1_ASM2036v1	9.317	66.1	77.8	40.0	0.0	70.6	75.0	60.0	66.7	100.0	80.0	50.0	44.8	0.0	33.3	100.0	50.0	43.8	91.7	100.0	71.4	57.1	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	83.3
GCF_000020385.1_ASM2038v1	6.524	61.9	55.6	40.0	0.0	64.7	55.0	60.0	77.8	100.0	80.0	50.0	37.9	0.0	66.7	100.0	57.1	50.0	50.0	42.9	85.7	28.6	0.0	71.4	63.6	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000020425.1_ASM2042v1	0.107	41.0	33.3	20.0	0.0	5.9	25.0	5.0	11.1	100.0	80.0	40.0	13.8	0.0	33.3	50.0	57.1	12.5	16.7	14.3	85.7	14.3	0.0	0.0	63.6	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000020445.1_ASM2044v1	2.979	72.8	55.6	60.0	100.0	64.7	45.0	50.0	66.7	100.0	100.0	70.0	55.2	0.0	100.0	100.0	64.3	50.0	100.0	100.0	85.7	57.1	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000020465.1_ASM2046v1	9.23	59.4	33.3	50.0	0.0	76.5	70.0	55.0	77.8	0.0	80.0	45.0	44.8	0.0	66.7	100.0	50.0	43.8	50.0	42.9	71.4	71.4	0.0	57.1	54.5	100.0	100.0	100.0	100.0	100.0	83.3
GCF_000020485.1_ASM2048v1	5.701	48.9	66.7	10.0	0.0	35.3	40.0	35.0	33.3	100.0	80.0	40.0	27.6	0.0	66.7	0.0	57.1	31.2	25.0	0.0	85.7	28.6	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000020505.1_ASM2050v1	8.288	58.0	33.3	60.0	0.0	70.6	70.0	55.0	66.7	0.0	80.0	45.0	41.4	0.0	33.3	100.0	50.0	37.5	50.0	42.9	85.7	57.1	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	83.3
GCF_000020525.1_ASM2052v1	6.913	59.4	33.3	60.0	0.0	58.8	50.0	60.0	77.8	100.0	80.0	35.0	37.9	0.0	33.3	100.0	57.1	37.5	50.0	42.9	85.7	28.6	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	75.0
