	sulfur	carbon	oxygen	iron	nitrogen
Paraburkholderia rhizoxinica HKI 454	-1.051	3.536	3.147	3.107	13.488
Variovorax paradoxus EPS	-1.061	7.128	4.647	4.022	16.178
Xanthomonas campestris pv. vesicatoria str. 85-10	-1.075	3.696	3.598	7.207	15.196
Burkholderia dolosa AU0158	-1.075	3.69	3.311	4.703	16.108
Idiomarina loihiensis L2TR	-1.079	1.538	2.601	5.097	8.787
Gordonia sp. KTR9	-1.081	2.249	4.605	2.093	14.463
Pseudomonas sp. L10.10	-1.083	3.57	3.475	6.413	15.678
Burkholderia ubonensis MSMB22	-1.089	4.434	3.159	5.946	16.475
Alteromonas stellipolaris LMG 21856	-1.09	2.117	4.431	6.607	12.211
Jeotgalicoccus saudimassiliensis	-1.095	-1.919	2.189	3.583	8.218
Nocardia cyriacigeorgica GUH-2	-1.097	2.653	3.325	2.246	15.35
Pediococcus pentosaceus ATCC 25745	-1.099	0.306	0.715	-0.295	1.298
Corynebacterium camporealensis	-1.101	0.591	3.236	3.112	8.719
Acinetobacter pittii PHEA-2	-1.112	3.661	2.549	2.311	13.404
Rhodococcus sp. B7740	-1.113	1.951	4.709	2.165	15.643
Arthrobacter sp. FB24	-1.115	0.102	3.293	2.221	14.471
Corynebacterium mustelae	-1.118	0.41	3.036	3.356	9.512
Verminephrobacter eiseniae EF01-2	-1.12	4.806	3.826	3.342	15.102
Simkania negevensis Z	-1.129	-2.27	1.308	0.993	4.49
Kitasatospora setae KM-6054	-1.13	2.793	3.154	1.726	15.358
Mycoplasma hyorhinis HUB-1	-1.133	-0.11	0.01	-0.177	-0.115
Asticcacaulis excentricus CB 48	-1.137	2.501	3.93	5.844	14.772
Clostridium bornimense	-1.138	6.53	4.813	0.942	8.603
Thalassospira xiamenensis M-5 = DSM 17429	-1.142	2.528	4.024	6.396	15.938
Owenweeksia hongkongensis DSM 17368	-1.143	-0.792	2.474	4.128	6.706
Burkholderia pseudomallei K96243	-1.153	3.795	4.313	5.82	16.291
Corynebacterium epidermidicanis	-1.154	0.357	3.986	3.408	9.082
Hirschia baltica ATCC 49814	-1.169	2.353	3.928	4.683	14.774
Streptococcus gordonii str. Challis substr. CH1	-1.177	-0.837	0.039	0.609	2.271
Acinetobacter sp. ADP1	-1.177	3.137	3.063	1.954	12.769
Streptococcus mitis B6	-1.178	0.005	0.344	-0.057	1.525
Devosia sp. A16	-1.186	3.282	3.186	5.012	14.835
Variovorax paradoxus S110	-1.187	14.561	4.647	3.929	16.695
Corynebacterium lactis RW2-5	-1.188	1.343	3.822	3.251	8.973
Streptomyces sp. 4F	-1.193	1.774	3.489	2.718	15.56
Paraglaciecola psychrophila 170	-1.195	2.263	4.684	7.305	12.526
Jeotgalibacillus malaysiensis	-1.198	1.725	4.167	3.461	12.234
Streptococcus pasteurianus ATCC 43144	-1.2	0.423	1.641	0.81	3.162
Acholeplasma brassicae	-1.202	-0.082	-0.12	0.865	3.031
Micavibrio aeruginosavorus ARL-13	-1.206	0.246	1.022	3.807	8.93
Oenococcus oeni PSU-1	-1.212	-0.143	0.874	0.44	2.015
Sediminicola sp. YIK13	-1.212	1.035	4.158	4.399	10.403
Leuconostoc citreum KM20	-1.215	-0.008	0.948	-0.057	2.153
Lactobacillus sanfranciscensis TMW 1.1304	-1.218	0.28	0.578	-0.005	1.179
Streptococcus gallolyticus UCN34	-1.219	0.129	1.268	0.81	2.947
Pseudomonas fluorescens SBW25	-1.224	3.5	3.644	5.435	16.418
Muricauda lutaonensis	-1.224	0.666	2.985	3.715	9.748
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	-1.225	-0.71	1.956	0.915	2.479
Halobacterium sp. DL1	-1.227	5.637	3.637	2.595	11.834
Pusillimonas sp. T7-7	-1.232	3.539	3.475	3.584	14.881
Burkholderia sp. CCGE1002	-1.236	16.016	5.929	3.417	18.072
Corynebacterium deserti GIMN1.010	-1.238	0.903	4.52	2.36	8.969
Brevundimonas naejangsanensis	-1.239	1.232	0.725	4.052	10.065
Pseudoalteromonas rubra	-1.239	0.713	4.196	4.51	10.854
Fluviicola taffensis DSM 16823	-1.24	1.174	2.155	4.363	9.515
Streptococcus equi subsp. zooepidemicus MGCS10565	-1.257	0.061	0.116	0.158	0.89
Lactobacillus acidophilus 30SC	-1.259	1.172	1.026	-0.438	1.914
Streptococcus suis GZ1	-1.262	0.371	0.717	0.81	2.089
Pseudoalteromonas sp. SM9913	-1.262	1.128	3.46	4.245	10.12
Streptococcus pneumoniae TIGR4	-1.266	-0.214	0.5	0.609	2.098
Lactobacillus gasseri ATCC 33323 = JCM 1131	-1.272	0.427	0.814	-0.386	1.03
Lactobacillus mucosae LM1	-1.275	1.436	1.153	-0.438	1.667
Weissella cibaria	-1.278	0.367	0.891	-0.135	1.573
Ketogulonicigenium vulgare Y25	-1.281	2.819	3.989	2.464	11.118
Lactobacillus curvatus	-1.29	0.219	0.646	-0.295	1.806
Pseudoalteromonas phenolica	-1.294	0.641	4.196	4.145	9.692
Aerococcus urinaeequi	-1.301	0.03	0.482	-0.321	1.796
Cellulophaga lytica DSM 7489	-1.302	1.149	3.574	4.26	11.172
Legionella hackeliae	-1.304	0.549	2.323	5.286	11.685
Pseudonocardia sp. HH130629-09	-1.306	3.212	4.597	2.86	15.905
Pedobacter heparinus DSM 2366	-1.307	2.449	4.132	5.3	12.614
Xanthomonas albilineans GPE PC73	-1.309	2.253	2.865	4.647	13.4
Corynebacterium efficiens YS-314	-1.31	0.307	4.304	2.36	10.002
Sphingomonas taxi	-1.31	2.598	2.804	5.768	14.721
Streptococcus halotolerans	-1.313	0.18	0.073	-0.384	0.643
Nocardia farcinica IFM 10152	-1.319	2.622	3.338	2.039	15.083
Pseudomonas fulva 12-X	-1.32	2.855	2.932	7.598	15.011
Tsukamurella paurometabola DSM 20162	-1.321	2.867	4.038	2.093	14.615
Streptococcus sp. I-P16	-1.321	-0.486	0.266	0.016	1.808
Collimonas fungivorans Ter331	-1.323	3.771	4.661	3.857	16.154
Lactobacillus acetotolerans	-1.333	0.845	0.779	-0.135	1.553
Lactobacillus salivarius UCC118	-1.337	0.909	1.335	0.525	2.685
Saprospira grandis str. Lewin	-1.341	-1.13	2.275	5.554	6.912
Lysobacter gummosus	-1.349	2.916	3.519	4.566	16.031
Lactobacillus johnsonii NCC 533	-1.351	0.427	0.814	-0.438	1.447
Chryseobacterium sp. IHB B 17019	-1.352	0.32	1.175	3.26	9.819
Streptomyces pristinaespiralis	-1.357	1.818	3.569	2.019	15.186
Caulobacter segnis ATCC 21756	-1.363	2.561	3.853	5.844	15.187
Xanthomonas campestris pv. campestris str. ATCC 33913	-1.37	3.696	3.598	5.669	15.196
Pelagibacterium halotolerans B2	-1.378	1.988	3.605	3.941	13.879
Streptococcus mutans UA159	-1.379	-0.032	1.04	0.695	3.284
Oenococcus kitaharae DSM 17330	-1.383	0.352	0.874	0.189	1.949
Streptococcus infantarius subsp. infantarius CJ18	-1.384	0.446	0.915	0.688	3.021
Nitrosomonas eutropha C91	-1.385	3.969	3.562	7.878	14.277
Marinomonas mediterranea MMB-1	-1.385	2.704	2.501	3.768	11.78
Pseudoalteromonas atlantica T6c	-1.389	2.496	4.477	7.643	12.391
Dichelobacter nodosus VCS1703A	-1.395	0.016	0.022	1.005	1.985
Streptococcus anginosus C1051	-1.399	-1.13	-0.21	0.952	1.549
Amphibacillus xylanus NBRC 15112	-1.402	1.436	-0.181	0.611	2.786
Streptococcus parasanguinis ATCC 15912	-1.414	-0.506	0.344	0.81	1.393
Lactobacillus sp. wkB8	-1.417	0.492	0.534	-0.35	1.461
Paraburkholderia caribensis MBA4	-1.424	15.419	4.502	4.699	17.036
Sphingobium sp. SYK-6	-1.427	1.897	3.692	7.345	15.973
Arthrobacter alpinus	-1.43	0.042	4.767	2.751	12.641
Legionella fallonii LLAP-10	-1.432	0.711	1.686	6.446	11.052
Streptococcus sp. oral taxon 431	-1.434	-1.056	0.195	0.158	2.169
Ensifer adhaerens	-1.441	4.562	3.565	8.309	16.91
Gemella sp. oral taxon 928	-1.45	-0.05	0.163	0.03	2.706
Dokdonia sp. MED134	-1.452	-1.237	3.323	3.386	7.298
Nonlabens dokdonensis DSW-6	-1.461	-1.454	2.375	3.294	6.309
Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	-1.467	0.83	1.716	1.234	3.008
Leuconostoc kimchii IMSNU 11154	-1.467	0.1	1.047	-0.057	2.254
Muricauda ruestringensis DSM 13258	-1.479	1.424	2.357	5.283	9.474
Rhizobium leguminosarum bv. trifolii WSM1689	-1.483	6.886	6.339	6.321	17.591
Pediococcus claussenii ATCC BAA-344	-1.498	1.31	1.233	0.274	2.473
Stenotrophomonas sp. KCTC 12332	-1.509	1.853	3.422	9.73	14.031
Ottowia sp. oral taxon 894	-1.514	4.121	2.403	4.998	10.573
Altererythrobacter atlanticus	-1.515	2.006	3.904	6.128	14.52
Streptomyces glaucescens	-1.518	1.728	3.772	2.718	15.396
Xanthomonas campestris	-1.519	3.756	3.521	5.669	15.196
Bordetella pertussis B1917	-1.54	3.028	3.152	3.47	15.548
Marinomonas sp. MWYL1	-1.545	2.404	3.229	2.18	12.761
Brevundimonas sp. DS20	-1.545	2.145	4.253	5.626	12.711
Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	-1.558	0.635	0.98	-0.438	1.478
Rhizobium sp. N1341	-1.559	7.221	6.528	3.792	17.347
Xanthomonas translucens pv. undulosa	-1.574	3.307	3.569	4.505	14.955
Streptococcus anginosus C238	-1.589	-0.716	0.557	-0.157	2.009
Herbaspirillum hiltneri N3	-1.589	4.334	4.089	6.774	15.73
Solibacillus silvestris StLB046	-1.594	1.529	4.64	3.41	10.301
Arthrobacter sp. PAMC 25486	-1.621	0.014	3.825	2.553	11.501
Weissella ceti	-1.622	1.149	0.81	-0.35	1.387
Salinarchaeum sp. Harcht-Bsk1	-1.631	8.493	2.833	2.595	11.888
Actinotignum schaalii	-1.642	-0.146	-0.269	0.734	3.736
Acholeplasma laidlawii PG-8A	-1.658	-1.654	-0.449	-0.131	1.766
Halobacteriovorax marinus SJ	-1.676	-0.608	2.051	6.144	9.441
Corynebacterium glutamicum R	-1.713	0.247	4.101	2.36	10.577
Streptococcus dysgalactiae subsp. equisimilis GGS_124	-1.716	0.322	0.116	0.653	1.057
Agrobacterium sp. H13-3	-1.717	2.248	3.569	3.792	15.615
Rhizobium sp. IRBG74	-1.717	4.348	6.325	7.639	17.728
Dokdonia sp. 4H-3-7-5	-1.72	-0.784	3.301	3.386	7.722
Xanthomonas sacchari	-1.721	3.586	3.775	3.07	14.829
Agrobacterium fabrum str. C58	-1.722	2.583	3.758	7.854	15.664
Croceibacter atlanticus HTCC2559	-1.724	-1.752	1.738	4.457	5.816
Winogradskyella sp. PG-2	-1.725	1.406	3.695	3.213	8.145
Streptococcus sanguinis SK36	-1.727	-0.272	0.039	0.467	2.554
Nitrosomonas europaea ATCC 19718	-1.745	1.754	2.87	7.453	13.658
Pseudohongiella spirulinae	-1.749	1.466	4.083	4.332	10.79
Mycobacterium neoaurum VKM Ac-1815D	-1.753	2.084	4.661	2.165	16.079
Streptococcus uberis 0140J	-1.757	-0.74	-0.08	0.016	1.349
Marinomonas posidonica IVIA-Po-181	-1.77	2.397	4.393	1.89	12.395
Streptococcus pyogenes M1 GAS	-1.778	0.819	0.338	0.216	0.634
Aerococcus christensenii	-1.778	0.224	0.446	0.024	0.558
Agrobacterium vitis S4	-1.788	2.493	3.961	3.67	15.724
Streptococcus oralis Uo5	-1.813	0.1	0.5	0.731	2.098
Kytococcus sedentarius DSM 20547	-1.822	-0.793	1.9	2.443	8.556
Lactobacillus acidophilus NCFM	-1.834	1.283	1.697	-0.104	1.644
Agrobacterium radiobacter K84	-1.84	5.407	3.961	4.936	15.937
Pararhodospirillum photometricum DSM 122	-1.844	10.387	5.799	5.32	13.603
Alteromonas macleodii ATCC 27126	-1.848	4.42	3.84	4.251	11.129
Streptococcus cristatus AS 1.3089	-1.85	-0.915	-0.554	0.158	2.281
Xanthomonas oryzae pv. oryzae KACC 10331	-1.853	3.299	3.186	4.678	14.107
Pseudarthrobacter phenanthrenivorans Sphe3	-1.859	-0.225	3.293	2.318	13.091
Xanthomonas axonopodis pv. citri str. 306	-1.864	3.526	3.852	5.669	15.041
Streptococcus parauberis NCFD 2020	-1.88	-0.508	0.056	1.092	2.074
Brevundimonas subvibrioides ATCC 15264	-1.881	8.131	5.965	4.663	14.562
Streptococcus agalactiae 2603V/R	-1.895	0.044	0.425	1.087	1.276
Caulobacter henricii	-1.905	2.208	4.963	5.767	15.331
Rhizobium etli CIAT 652	-1.926	4.193	6.546	4.148	18.179
Rhizobium leguminosarum bv. trifolii CB782	-1.926	3.54	6.259	6.199	17.829
Corynebacterium ureicelerivorans	-1.926	-0.94	4.497	2.889	8.597
Streptococcus constellatus subsp. pharyngis C232	-1.933	-0.853	-0.044	0.158	1.392
Kocuria palustris	-1.934	0.169	3.383	1.945	11.032
Pseudoalteromonas haloplanktis TAC125	-1.962	1.511	3.46	5.746	10.661
Lactobacillus buchneri NRRL B-30929	-1.981	-0.725	0.365	-0.277	1.993
Amycolatopsis orientalis HCCB10007	-1.998	2.163	3.518	2.738	15.806
Rhizobium leguminosarum bv. trifolii WSM2304	-2.008	3.875	6.448	7.761	18.354
Isoptericola variabilis 225	-2.009	1.618	3.251	2.46	13.423
Clavibacter michiganensis subsp. capsici	-2.026	0.328	3.009	2.46	10.491
Lactobacillus heilongjiangensis	-2.041	-0.254	-0.01	0.028	2.362
Aequorivita sublithincola DSM 14238	-2.043	-0.874	2.375	3.883	6.656
Lacinutrix sp. 5H-3-7-4	-2.08	-0.177	2.587	3.171	7.286
Glutamicibacter arilaitensis	-2.09	1.376	3.668	2.719	12.457
Corynebacterium pseudotuberculosis FRC41	-2.097	-1.157	3.305	5.879	7.996
Zunongwangia profunda SM-A87	-2.099	2.991	4.281	5.182	9.901
Exiguobacterium sibiricum 255-15	-2.123	-0.65	2.609	4.359	7.603
Exiguobacterium antarcticum B7	-2.123	-0.65	2.609	3.565	7.603
Exiguobacterium sp. MH3	-2.123	-0.65	2.609	3.489	7.603
Rhodoluna lacicola	-2.147	-0.053	3.474	3.085	7.322
Pseudoxanthomonas spadix BD-a59	-2.171	1.935	3.186	9.387	14.315
Arthrobacter sp. A3	-2.177	0.163	3.569	2.287	12.17
Sanguibacter keddieii DSM 10542	-2.2	1.608	3.748	2.502	12.086
Gramella forsetii KT0803	-2.205	-0.215	4.2	4.973	9.668
Pseudomonas fragi	-2.205	2.81	3.838	6.413	14.253
Aerococcus urinae ACS-120-V-Col10a	-2.222	-0.45	0.138	-0.284	2.242
Aerococcus urinae	-2.222	-0.45	0.138	-0.284	2.242
Altererythrobacter marensis	-2.237	0.661	2.88	4.334	12.829
Lactobacillus brevis ATCC 367	-2.239	-0.168	-0.183	-0.523	1.668
Microbacterium sp. CGR1	-2.24	-0.207	3.733	2.363	10.935
Waddlia chondrophila WSU 86-1044	-2.246	-2.066	1.187	3.973	7.516
Corynebacterium ulcerans 809	-2.263	-1.046	3.451	6.216	8.095
Segniliparus rotundus DSM 44985	-2.287	1.403	4.906	2.246	11.62
Microbacterium testaceum StLB037	-2.292	-0.128	3.936	2.414	11.62
Paenarthrobacter aurescens TC1	-2.331	0.842	3.489	2.571	13.052
Arthrobacter sp. ATCC 21022	-2.354	0.514	3.489	2.46	13.109
Citromicrobium sp. JL477	-2.36	7.023	6.428	6.217	15.293
Streptococcus iniae	-2.368	-1.015	-0.763	0.81	1.327
Corynebacterium callunae DSM 20147	-2.371	1.021	4.38	2.436	8.38
Arthrobacter sp. ERGS1:01	-2.388	0.203	4.125	2.616	12.715
Microbacterium chocolatum	-2.406	-0.554	2.676	2.502	9.746
Carnobacterium sp. CP1	-2.42	-1.233	0.649	-0.478	1.989
Leifsonia xyli subsp. xyli str. CTCB07	-2.486	-1.688	2.207	4.026	7.352
Parvibaculum lavamentivorans DS-1	-2.493	1.374	4.041	5.619	14.264
Corynebacterium terpenotabidum Y-11	-2.545	1.014	3.759	2.161	9.223
Arthrobacter sp. IHBB 11108	-2.548	0.096	4.144	2.287	11.068
Mycobacterium leprae Br4923	-2.562	0.537	3.331	3.021	7.497
Aerococcus viridans	-2.566	2.92	0.382	0.209	2.38
Corynebacterium variabile DSM 44702	-2.568	0.346	3.175	2.304	11.047
Corynebacterium kroppenstedtii DSM 44385	-2.622	-0.746	2.908	2.883	7.979
Rathayibacter toxicus	-2.634	-0.236	2.96	2.339	7.374
Lactobacillus hokkaidonensis JCM 18461	-2.666	-0.598	0.448	0.228	2.835
Microbacterium sp. No. 7	-2.713	-0.522	3.851	2.376	11.653
Corynebacterium falsenii DSM 44353	-2.716	0.578	3.612	3.327	9.579
Pseudarthrobacter chlorophenolicus A6	-2.781	0.865	3.489	2.363	13.109
Carnobacterium sp. 17-4	-2.843	-1.071	0.012	-0.114	1.554
Terribacillus aidingensis	-2.863	1.071	2.762	1.982	7.424
Leifsonia xyli subsp. cynodontis DSM 46306	-2.876	-1.811	2.401	4.026	7.433
Corynebacterium jeikeium K411	-2.895	0.839	3.723	2.287	8.25
Pseudarthrobacter sulfonivorans	-2.897	-0.151	3.646	2.46	12.304
Renibacterium salmoninarum ATCC 33209	-2.959	-0.572	3.808	2.502	9.895
Corynebacterium argentoratense DSM 44202	-3.031	-2.077	2.661	2.502	7
Corynebacterium humireducens NBRC 106098 = DSM 45392	-3.052	-1.158	3.093	3.205	8.411
Clavibacter michiganensis subsp. nebraskensis NCPPB 2581	-3.105	-1.379	3.109	2.287	9.569
Clavibacter michiganensis subsp. insidiosus	-3.126	-1.2	2.269	2.287	8.891
Clavibacter michiganensis subsp. sepedonicus	-3.148	-1.112	2.269	2.46	8.891
Microbacterium sp. PAMC 28756	-3.151	-1.417	3.27	2.541	8.452
Corynebacterium resistens DSM 45100	-3.164	-0.598	4.15	2.603	8.871
Leifsonia xyli	-3.328	-0.813	2.455	2.617	8.1
Corynebacterium glyciniphilum AJ 3170	-3.358	0.44	3.542	2.215	10.128
Clavibacter michiganensis subsp. michiganensis NCPPB 382	-3.55	-0.519	2.906	2.287	9.452
Micrococcus luteus NCTC 2665	-3.588	-0.097	3.591	2.511	9.882
