# dom_assign_file=pfam_cover10/GENOMAS_NCBI_nr_24042014_size30_cover10.faa.pf.tab list_file=LISTA_AZUFREabril2014 dom_assign_file2=

# number of taxa in LISTA_AZUFREabril2014 = 93

	PF00005	PF00009	PF00034	PF00037	PF00106	PF00111	PF00124	PF00171	PF00174	PF00175	PF00202	PF00205	PF00258	PF00291	PF00296	PF00355	PF00374	PF00378	PF00384	PF00389	PF00441	PF00459	PF00484	PF00501	PF00528	PF00534	PF00556	PF00557	PF00581	PF00667	PF00848	PF00890	PF00970	PF01011	PF01058	PF01070	PF01077	PF01087	PF01208	PF01292	PF01370	PF01384	PF01507	PF01515	PF01547	PF01553	PF01568	PF01571	PF01583	PF01613	PF01747	PF02167	PF02332	PF02406	PF02515	PF02615	PF02635	PF02662	PF02665	PF02668	PF02770	PF02771	PF02775	PF02776	PF02826	PF02872	PF02910	PF03144	PF03358	PF03404	PF03460	PF03916	PF03967	PF04069	PF04077	PF04173	PF04295	PF04358	PF04663	PF04879	PF04945	PF05239	PF05398	PF06099	PF07680	PF07682	PF07883	PF07992	PF08669	PF08770	PF09084	PF09242	PF09459	PF10418	PF10518	PF11511	PF12139	PF12798	PF12806	PF12831	PF12838	PF12857	PF13183	PF13193	PF13237	PF13247	PF13360	PF13442	PF13501	PF13570	PF13577	PF13579	PF13746	PF14306
Clostridium sp. SY8519	1	1	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0
Clostridium stercorarium subsp. stercorarium DSM 8532	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Clostridium tetani E88	1	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
Clostridium thermocellum ATCC 27405	1	1	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
Clostridium] sticklandii	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0
Collimonas fungivorans Ter331	1	1	0	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0
Colwellia psychrerythraea 34H	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0
Comamonas testosteroni CNB-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comamonas testosteroni CNB-2	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	1	0
Conexibacter woesei DSM 14684	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0
Coprococcus catus GD/7	1	1	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Coprococcus sp. ART55/1	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Coprothermobacter proteolyticus DSM 5265	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Coraliomargarita akajimensis DSM 45221	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Corallococcus coralloides DSM 2259	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
Coriobacterium glomerans PW2	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Corynebacterium argentoratense DSM 44202	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0
Corynebacterium aurimucosum ATCC 700975	1	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
Corynebacterium callunae DSM 20147	1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Corynebacterium diphtheriae 31A	1	1	0	1	1	1	0	1	0	0	1	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
Corynebacterium efficiens YS-314	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
Corynebacterium glutamicum R	1	1	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
Corynebacterium halotolerans YIM 70093 = DSM 44683	1	1	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0
Corynebacterium jeikeium K411	1	1	0	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Corynebacterium kroppenstedtii DSM 44385	1	1	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Corynebacterium maris DSM 45190	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0
Corynebacterium pseudotuberculosis FRC41	1	1	0	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Corynebacterium resistens DSM 45100	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0
Corynebacterium terpenotabidum Y-11	1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Corynebacterium ulcerans BR-AD22	1	1	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Corynebacterium urealyticum DSM 7109	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
Corynebacterium variabile DSM 44702	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0
Coxiella burnetii Dugway 5J108-111	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
Crinalium epipsammum PCC 9333	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1
Croceibacter atlanticus HTCC2559	1	1	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0
Cronobacter sakazakii CMCC 45402	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0
Cronobacter turicensis z3032	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
Cryptobacterium curtum DSM 15641	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0
Cupriavidus metallidurans CH34	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1	1	1	0	0	0	0
Cupriavidus necator N-1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	0	1	1	1	0	0	1	0	1	0	1	0
Cupriavidus taiwanensis LMG 19424	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0
Cyanobacterium aponinum PCC 10605	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1
Cyanobacterium stanieri PCC 7202	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1
Cyanobium gracile PCC 6307	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0
Cyanothece sp. ATCC 51142	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1
Cyanothece sp. PCC 7424	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1
Cyanothece sp. PCC 7425	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	1
Cyanothece sp. PCC 7822	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1
Cyanothece sp. PCC 8802	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0
Cyclobacterium marinum DSM 745	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0
Cycloclasticus zancles 7-ME	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0
Cylindrospermum stagnale PCC 7417	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0
Cytophaga hutchinsonii ATCC 33406	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Dactylococcopsis salina PCC 8305	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0
