	sulfur	carbon	oxygen	iron	nitrogen
GCF_000145235.1_ASM14523v1_protein.faa.named.faa	2.476	2.070	3.496	2.845	15.752
GCF_000367205.1_ASM36720v1_protein.faa.named.faa	1.092	1.028	3.068	3.908	12.016
GCF_001189295.1_ASM118929v1_protein.faa.named.faa	1.757	1.918	2.516	4.907	14.479
GCF_001318295.1_ASM131829v1_protein.faa.named.faa	0.058	-0.448	2.538	3.268	4.083
GCF_001021045.1_ASM102104v1_protein.faa.named.faa	1.101	1.877	3.832	2.990	9.479
GCF_001443645.1_ASM144364v1_protein.faa.named.faa	2.954	4.455	0.066	0.356	3.090
GCF_000176915.2_ASM17691v2_protein.faa.named.faa	9.455	12.359	4.095	4.421	10.596
GCF_001481725.1_ASM148172v1_protein.faa.named.faa	1.493	18.876	3.762	0.476	7.918
GCF_000225465.1_ASM22546v1_protein.faa.named.faa	2.088	1.302	2.584	0.997	7.216
GCF_000008585.1_ASM858v1_protein.faa.named.faa	-0.876	3.075	3.480	2.073	15.330
GCF_000212695.1_ASM21269v1_protein.faa.named.faa	-0.011	2.323	3.438	3.254	14.898
GCF_000021265.1_ASM2126v1_protein.faa.named.faa	-0.806	-0.723	0.010	-0.035	-0.289
GCF_000010545.1_ASM1054v1_protein.faa.named.faa	-0.463	3.690	3.311	4.703	16.108
GCF_000063525.1_ASM6352v1_protein.faa.named.faa	2.829	7.946	8.274	3.421	13.823
GCF_000691605.1_ASM69160v1_protein.faa.named.faa	-0.084	0.450	1.174	6.260	11.388
GCF_001586255.1_ASM158625v1_protein.faa.named.faa	1.929	2.228	4.381	6.567	13.038
GCF_000317045.1_ASM31704v1_protein.faa.named.faa	3.269	10.051	7.835	4.097	15.941
GCF_001028625.1_ASM102862v1_protein.faa.named.faa	-2.477	0.661	2.880	4.334	12.829
GCF_000143845.1_ASM14384v1_protein.faa.named.faa	-0.089	0.250	0.403	0.954	2.359
GCF_001664485.1_ASM166448v1_protein.faa.named.faa	-1.103	3.875	6.448	4.148	17.721
GCF_000092465.1_ASM9246v1_protein.faa.named.faa	6.722	8.023	-0.449	-0.163	4.887
GCF_000284515.1_ASM28451v1_protein.faa.named.faa	1.209	1.590	4.245	3.525	10.382
GCF_001191005.1_ASM119100v1_protein.faa.named.faa	0.000	3.469	3.511	6.101	16.975
GCF_000955665.1_ASM95566v1_protein.faa.named.faa	-0.398	2.331	2.781	2.529	12.138
GCF_001028645.1_ASM102864v1_protein.faa.named.faa	1.565	1.082	2.432	1.512	8.633
GCF_001051995.2_ASM105199v2_protein.faa.named.faa	2.177	15.491	3.839	8.352	16.174
GCF_000230735.2_ASM23073v3_protein.faa.named.faa	2.302	12.231	2.384	1.231	12.670
GCF_001620005.1_ASM162000v1_protein.faa.named.faa	-1.487	1.751	3.772	2.165	15.656
GCF_000189415.1_ASM18941v1_protein.faa.named.faa	-0.572	0.921	1.419	2.870	8.050
GCF_000013405.1_ASM1340v1_protein.faa.named.faa	5.713	8.302	0.530	5.025	7.379
GCF_000008665.1_ASM866v1_protein.faa.named.faa	9.599	34.260	3.175	4.699	9.915
GCF_000247605.1_ASM24760v1_protein.faa.named.faa	1.838	18.561	3.566	1.170	9.814
GCF_001688625.1_ASM168862v1_protein.faa.named.faa	0.791	9.221	4.158	1.705	7.772
GCF_000816345.1_ASM81634v1_protein.faa.named.faa	5.559	2.576	1.791	7.621	11.193
GCF_000166695.1_ASM16669v1_protein.faa.named.faa	4.345	12.097	4.030	0.470	9.047
GCF_000632985.1_ASM63298v1_protein.faa.named.faa	0.642	0.664	1.157	3.927	7.385
GCF_000024065.1_ASM2406v1_protein.faa.named.faa	0.473	3.687	3.289	3.469	12.924
GCF_000738435.1_ASM73843v1_protein.faa.named.faa	2.857	6.909	6.257	4.038	15.901
GCF_001663835.1_ASM166383v1_protein.faa.named.faa	-1.201	0.219	0.646	-0.295	1.806
GCF_000987835.1_ASM98783v1_protein.faa.named.faa	5.117	4.782	2.771	7.088	13.071
GCF_000226565.1_ASM22656v1_protein.faa.named.faa	-0.049	2.786	3.242	4.778	11.626
GCF_001011035.1_ASM101103v1_protein.faa.named.faa	-0.421	3.581	3.373	2.287	14.685
GCF_000317875.1_ASM31787v1_protein.faa.named.faa	1.029	1.876	1.665	4.080	7.826
GCF_000165485.1_ASM16548v1_protein.faa.named.faa	-0.955	2.536	3.559	4.169	15.179
GCF_000739105.1_ASM73910v1_protein.faa.named.faa	-0.430	2.079	3.373	2.718	14.973
GCF_000279145.1_ASM27914v1_protein.faa.named.faa	2.480	3.292	3.052	7.100	12.805
GCF_000954135.1_ASM95413v2_protein.faa.named.faa	0.387	4.211	4.364	4.312	16.664
GCF_000015225.1_ASM1522v1_protein.faa.named.faa	6.859	8.605	-0.305	0.749	6.315
GCF_000517605.1_ASM51760v1_protein.faa.named.faa	-1.660	6.886	6.339	6.321	17.591
GCF_000445425.4_ASM44542v4_protein.faa.named.faa	-0.802	0.087	0.438	0.069	0.553
GCF_000233715.2_ASM23371v3_protein.faa.named.faa	9.185	18.395	3.323	4.629	12.568
GCF_000626675.1_ASM62667v1_protein.faa.named.faa	-3.359	0.440	3.542	2.215	10.128
GCF_000012565.1_ASM1256v1_protein.faa.named.faa	0.533	1.855	1.842	3.704	7.228
GCF_000017585.1_ASM1758v1_protein.faa.named.faa	3.739	6.678	0.811	7.955	9.958
GCF_000024905.1_ASM2490v1_protein.faa.named.faa	3.121	2.967	-0.273	0.723	4.234
GCF_000300295.3_ASM30029v3_protein.faa.named.faa	-0.017	2.836	1.291	1.195	8.414
GCF_000013865.1_ASM1386v1_protein.faa.named.faa	0.748	3.966	4.371	3.663	16.761
GCF_000184685.1_ASM18468v1_protein.faa.named.faa	3.094	3.509	3.482	7.599	15.960
GCF_001310225.1_ASM131022v1_protein.faa.named.faa	-1.044	1.307	3.173	5.188	9.988
GCF_000024925.1_ASM2492v1_protein.faa.named.faa	-2.122	1.608	3.748	2.502	12.086
GCF_000706765.1_ASM70676v1_protein.faa.named.faa	0.859	0.101	1.788	0.007	3.931
GCF_000093065.1_ASM9306v1_protein.faa.named.faa	0.519	-1.573	1.137	0.784	1.922
GCF_000021545.1_ASM2154v1_protein.faa.named.faa	7.307	7.015	2.488	7.898	11.082
GCF_000328565.1_ASM32856v1_protein.faa.named.faa	-0.793	4.139	3.965	3.064	15.856
GCF_000018345.1_ASM1834v1_protein.faa.named.faa	3.908	4.211	4.614	2.220	15.184
GCF_001028665.1_ASM102866v1_protein.faa.named.faa	-0.507	3.594	4.299	4.703	16.631
GCF_000006685.1_ASM668v1_protein.faa.named.faa	-0.335	-0.771	0.071	0.590	1.334
GCF_000754265.1_ASM75426v1_protein.faa.named.faa	3.177	1.307	2.525	0.979	6.905
GCF_000953215.1_DG5_protein.faa.named.faa	3.999	7.666	3.566	0.906	6.935
GCF_000341465.2_ASM34146v2_protein.faa.named.faa	-1.139	4.097	2.969	3.470	14.367
GCF_000265405.1_ASM26540v1_protein.faa.named.faa	-0.642	2.337	2.985	6.412	10.623
GCF_000284155.1_ASM28415v1_protein.faa.named.faa	0.523	0.440	1.858	4.185	6.665
GCF_000007465.2_ASM746v2_protein.faa.named.faa	-1.218	-0.032	1.040	0.695	3.284
GCF_000725405.1_ASM72540v1_protein.faa.named.faa	-0.013	2.211	3.569	3.583	13.022
GCF_001025215.1_ASM102521v1_protein.faa.named.faa	0.858	0.578	1.616	0.230	3.768
GCF_000507245.1_ASM50724v1_protein.faa.named.faa	-0.869	3.910	0.504	1.919	7.322
GCF_000092225.1_ASM9222v1_protein.faa.named.faa	-1.671	2.867	4.038	2.093	14.615
GCF_000190315.1_ASM19031v1_protein.faa.named.faa	7.266	4.512	0.643	0.967	9.610
GCF_000092365.1_ASM9236v1_protein.faa.named.faa	1.740	0.949	-0.418	5.274	8.395
GCF_000816265.1_ASM81626v1_protein.faa.named.faa	5.370	2.405	2.076	6.746	11.387
GCF_001038625.1_ASM103862v1_protein.faa.named.faa	2.731	19.662	4.493	1.115	10.717
GCF_000023065.1_ASM2306v1_protein.faa.named.faa	1.945	7.287	5.877	2.399	12.881
GCF_000344785.1_ASM34478v1_protein.faa.named.faa	-2.634	1.021	4.380	2.436	8.380
GCF_000014805.1_ASM1480v1_protein.faa.named.faa	3.192	5.323	2.812	9.214	15.329
GCF_001318345.1_ASM131834v1_protein.faa.named.faa	1.743	7.208	0.866	4.633	8.734
GCF_000008765.1_ASM876v1_protein.faa.named.faa	0.758	5.464	4.526	1.630	7.996
GCF_000019365.1_ASM1936v1_protein.faa.named.faa	2.940	16.148	7.204	7.578	18.926
GCF_000517365.1_ASM51736v1_protein.faa.named.faa	-0.683	-0.180	0.233	1.012	0.704
GCF_001465255.1_ASM146525v1_protein.faa.named.faa	0.318	2.051	4.291	3.940	14.375
GCF_000190735.1_ASM19073v2_protein.faa.named.faa	-0.135	3.341	3.465	5.633	12.575
GCF_000006765.1_ASM676v1_protein.faa.named.faa	0.882	3.727	4.248	8.360	16.282
GCF_000317475.1_ASM31747v1_protein.faa.named.faa	3.460	12.782	7.288	3.809	17.168
GCF_000016345.1_ASM1634v1_protein.faa.named.faa	1.097	5.826	4.328	6.893	15.096
GCF_001412595.1_ASM141259v1_protein.faa.named.faa	-0.220	4.138	3.944	5.151	16.080
GCF_000209675.1_ASM20967v1_protein.faa.named.faa	2.814	2.275	2.611	6.125	8.193
GCF_000973725.1_ASM97372v1_protein.faa.named.faa	-0.965	2.654	3.995	4.065	12.402
GCF_001042715.1_ASM104271v1_protein.faa.named.faa	3.242	15.726	4.387	2.229	9.000
GCF_000203895.1_ASM20389v1_protein.faa.named.faa	3.559	4.875	3.598	7.120	16.673
GCF_000219355.1_ASM21935v1_protein.faa.named.faa	0.060	2.052	1.128	3.402	6.942
GCF_000024365.1_ASM2436v1_protein.faa.named.faa	2.091	3.631	3.750	2.479	15.693
GCF_000953735.1_MVIS1_protein.faa.named.faa	0.077	1.594	3.589	8.574	12.125
GCF_000317675.1_ASM31767v1_protein.faa.named.faa	3.563	8.606	7.673	4.000	15.221
GCF_001688725.1_ASM168872v1_protein.faa.named.faa	-0.033	2.709	0.903	1.486	7.134
GCF_000952975.1_D1G_protein.faa.named.faa	0.294	0.564	-0.225	1.040	2.826
GCF_000005825.2_ASM582v2_protein.faa.named.faa	2.137	2.637	3.548	3.583	12.432
GCF_000189295.2_ASM18929v2_protein.faa.named.faa	9.030	11.625	5.398	7.439	13.597
GCF_000164885.1_ASM16488v1_protein.faa.named.faa	-1.486	2.819	3.989	2.464	11.118
GCF_001050115.1_ASM105011v1_protein.faa.named.faa	1.536	2.392	4.043	3.911	10.342
GCF_000008285.1_ASM828v1_protein.faa.named.faa	-0.129	1.554	2.871	1.434	6.367
GCF_000814825.1_ASM81482v1_protein.faa.named.faa	6.160	6.911	0.580	2.797	7.320
GCF_001678905.1_ASM167890v1_protein.faa.named.faa	0.934	-0.040	3.310	3.239	9.774
GCF_000092185.1_ASM9218v1_protein.faa.named.faa	4.235	2.500	-0.290	-0.091	3.810
GCF_001262015.1_ASM126201v1_protein.faa.named.faa	0.061	-0.303	-0.529	3.036	6.372
GCF_000009545.1_ASM954v1_protein.faa.named.faa	-1.502	-0.740	-0.080	0.016	1.349
GCF_000012305.1_ASM1230v1_protein.faa.named.faa	2.963	3.559	2.293	4.874	12.556
GCF_000755145.1_ASM75514v1_protein.faa.named.faa	0.152	1.151	0.107	0.071	3.511
GCF_000304355.2_Mb_MS2_protein.faa.named.faa	4.261	72.943	4.815	1.285	10.160
GCF_001558975.1_ASM155897v1_protein.faa.named.faa	-3.013	-1.417	3.270	2.541	8.452
GCF_000007485.1_ASM748v1_protein.faa.named.faa	-0.986	-0.635	2.317	2.593	3.976
GCF_000026085.1_ASM2608v1_protein.faa.named.faa	-1.996	1.511	3.460	5.746	10.661
GCF_000014585.1_ASM1458v1_protein.faa.named.faa	2.519	4.769	8.274	4.215	13.752
GCF_000788395.1_ASM78839v1_protein.faa.named.faa	-1.135	0.936	3.513	6.774	9.603
GCF_000311765.1_ASM31176v1_protein.faa.named.faa	-0.371	3.546	4.108	5.652	14.658
GCF_001562215.1_ASM156221v1_protein.faa.named.faa	-1.707	1.853	3.422	9.730	14.031
GCF_000025805.1_ASM2580v1_protein.faa.named.faa	1.025	3.094	3.733	3.917	13.000
GCF_000023985.1_ASM2398v1_protein.faa.named.faa	5.531	76.666	4.981	0.223	8.153
GCF_000968135.1_ASM96813v1_protein.faa.named.faa	9.011	6.016	4.843	8.414	15.497
GCF_000316575.1_ASM31657v1_protein.faa.named.faa	2.615	11.000	6.589	3.843	16.509
GCF_001188855.1_ASM118885v1_protein.faa.named.faa	0.075	1.161	1.878	1.982	8.837
GCF_000220625.1_ASM22062v1_protein.faa.named.faa	-1.261	-1.518	1.645	5.837	6.241
GCF_000185905.1_ASM18590v1_protein.faa.named.faa	0.426	17.252	6.478	3.889	17.551
GCF_000010265.1_ASM1026v1_protein.faa.named.faa	0.218	4.609	3.921	0.944	7.288
GCF_000021385.1_ASM2138v1_protein.faa.named.faa	10.459	9.066	6.296	6.021	12.683
GCF_000023785.1_ASM2378v1_protein.faa.named.faa	-1.387	2.353	3.928	4.683	14.774
GCF_000012985.1_ASM1298v1_protein.faa.named.faa	2.115	3.477	3.308	7.008	15.052
GCF_000067205.1_ASM6720v1_protein.faa.named.faa	-0.048	4.374	3.596	7.407	16.192
GCF_000154785.2_ASM15478v2_protein.faa.named.faa	2.734	9.780	5.912	6.404	17.100
GCF_000931445.1_ASM93144v1_protein.faa.named.faa	-0.696	2.526	3.528	2.221	15.755
GCF_000248095.2_ASM24809v3_protein.faa.named.faa	-1.114	1.436	1.153	-0.438	1.667
GCF_001547995.1_ASM154799v1_protein.faa.named.faa	-0.594	3.138	4.513	3.713	13.594
GCF_000015365.1_ASM1536v1_protein.faa.named.faa	0.211	6.204	3.514	6.606	13.264
GCF_000185805.1_ASM18580v1_protein.faa.named.faa	7.491	9.267	2.099	4.757	9.865
GCF_000014245.1_ASM1424v1_protein.faa.named.faa	-0.172	2.587	3.521	3.574	14.874
GCF_001274895.1_ASM127489v1_protein.faa.named.faa	-1.536	1.343	3.822	3.251	8.973
GCF_001543105.1_ASM154310v1_protein.faa.named.faa	-1.474	0.224	0.446	0.024	0.558
GCF_001022135.1_ASM102213v1_protein.faa.named.faa	1.871	7.583	4.835	2.094	15.470
GCF_001275365.1_ASM127536v1_protein.faa.named.faa	1.021	3.333	0.858	0.534	6.313
GCF_000213865.1_ASM21386v1_protein.faa.named.faa	0.487	0.668	1.413	0.033	2.663
GCF_000012805.1_ASM1280v1_protein.faa.named.faa	1.844	11.186	3.276	8.781	15.515
GCF_000242595.2_ASM24259v3_protein.faa.named.faa	0.175	3.945	1.239	1.453	6.347
GCF_000299115.1_ASM29911v1_protein.faa.named.faa	-0.480	3.255	2.323	3.941	10.851
GCF_000772045.1_ASM77204v1_protein.faa.named.faa	0.314	2.079	3.373	2.596	14.973
GCF_900078695.1_H044680328_protein.faa.named.faa	-0.635	2.669	3.376	5.253	15.668
GCF_001638925.1_ASM163892v1_protein.faa.named.faa	-0.558	2.895	3.540	4.550	14.858
GCF_000020065.1_ASM2006v1_protein.faa.named.faa	-0.770	-0.211	0.010	-0.035	0.226
GCF_000328665.1_ASM32866v1_protein.faa.named.faa	4.310	76.537	5.645	2.914	13.178
GCF_000008545.1_ASM854v1_protein.faa.named.faa	2.698	5.169	1.550	1.052	7.144
GCF_001611035.1_ASM161103v1_protein.faa.named.faa	-0.398	0.502	0.973	-0.142	1.083
GCF_000012945.1_ASM1294v1_protein.faa.named.faa	-0.989	4.724	4.307	4.631	16.250
GCF_000302535.1_ASM30253v1_protein.faa.named.faa	-0.692	4.614	4.310	4.579	16.120
GCF_001050135.1_ASM105013v1_protein.faa.named.faa	-0.195	2.445	3.212	5.517	10.574
GCF_000250675.2_ASM25067v3_protein.faa.named.faa	-0.947	2.426	3.875	1.897	15.718
GCF_000016085.1_ASM1608v1_protein.faa.named.faa	7.667	7.985	5.098	6.006	11.872
GCF_000265425.1_ASM26542v1_protein.faa.named.faa	2.625	6.689	4.485	5.054	15.764
GCF_000184325.1_ASM18432v1_protein.faa.named.faa	2.331	6.192	3.080	8.077	13.358
GCF_000253255.1_ASM25325v1_protein.faa.named.faa	-0.857	2.882	4.582	7.427	15.787
GCF_000164695.2_ASM16469v2_protein.faa.named.faa	-0.623	-0.565	2.669	2.022	9.331
GCF_001592435.1_ASM159243v1_protein.faa.named.faa	7.885	8.500	-0.458	0.132	6.093
GCF_001465275.1_ASM146527v1_protein.faa.named.faa	0.273	2.994	4.433	4.021	12.908
GCF_000444995.1_ASM44499v1_protein.faa.named.faa	-0.022	2.883	3.842	3.629	15.539
GCF_000009185.1_ASM918v1_protein.faa.named.faa	0.292	6.482	3.720	3.033	13.022
GCF_000471925.1_ASM47192v1_protein.faa.named.faa	1.308	3.696	4.448	7.524	17.125
GCF_001406115.1_Streptomyces_venezuelae_ATCC_15439_protein.faa.named.faa	-1.075	2.808	4.398	2.099	15.463
GCF_000943805.1_ASM94380v1_protein.faa.named.faa	0.527	6.232	3.565	7.213	16.115
GCF_000025725.1_ASM2572v1_protein.faa.named.faa	5.050	6.944	4.351	6.829	13.372
GCF_001027285.1_ASM102728v1_protein.faa.named.faa	0.456	3.229	3.319	5.131	16.822
GCF_000063545.1_ASM6354v1_protein.faa.named.faa	0.563	1.568	1.466	3.934	6.767
GCF_000828815.1_ASM82881v1_protein.faa.named.faa	2.078	1.433	2.434	0.915	7.324
GCF_000632845.1_ASM63284v1_protein.faa.named.faa	0.533	1.855	1.842	3.665	7.228
GCF_000177535.2_ASM17753v2_protein.faa.named.faa	-3.326	-0.598	4.150	2.603	8.871
GCF_000327065.1_ASM32706v1_protein.faa.named.faa	1.885	5.837	4.248	8.217	13.502
GCF_000758705.1_ASM75870v1_protein.faa.named.faa	2.773	7.977	5.458	3.848	13.695
GCF_000747345.1_ASM74734v1_protein.faa.named.faa	2.939	3.709	2.832	3.288	12.536
GCF_000023885.1_ASM2388v1_protein.faa.named.faa	4.835	2.408	-0.873	4.159	7.298
GCF_000270285.1_ASM27028v1_protein.faa.named.faa	4.846	5.898	0.447	3.902	8.028
GCF_000283975.1_ASM28397v1_protein.faa.named.faa	-0.550	0.270	1.042	0.571	1.483
GCF_001314225.1_ASM131422v1_protein.faa.named.faa	-2.577	-0.522	3.851	2.376	11.653
GCF_000186985.1_ASM18698v3_protein.faa.named.faa	-0.135	0.121	0.156	-0.142	0.120
GCF_000213655.1_ASM21365v1_protein.faa.named.faa	-0.953	2.267	3.741	5.776	12.325
GCF_000020965.1_ASM2096v1_protein.faa.named.faa	3.535	7.009	1.207	0.901	4.948
GCF_000981585.1_SBR5_T__protein.faa.named.faa	2.773	7.973	6.090	3.848	14.440
GCF_000020005.1_ASM2000v1_protein.faa.named.faa	3.043	2.969	0.479	1.303	8.667
GCF_000018625.1_ASM1862v1_protein.faa.named.faa	3.894	5.540	2.669	5.671	14.398
GCF_000017465.2_ASM1746v2_protein.faa.named.faa	5.737	4.065	1.345	7.080	9.850
GCF_000007805.1_ASM780v1_protein.faa.named.faa	-0.997	3.962	4.246	2.215	15.664
GCF_000499665.2_RMONA_1_protein.faa.named.faa	0.364	1.252	1.704	3.934	6.489
GCF_000021345.1_ASM2134v1_protein.faa.named.faa	-2.211	3.875	6.448	7.761	18.354
GCF_000017945.1_ASM1794v1_protein.faa.named.faa	8.082	7.169	0.625	3.418	6.650
GCF_001465545.3_ASM146554v3_protein.faa.named.faa	0.735	3.742	3.565	4.750	16.514
GCF_000785535.1_ASM78553v1_protein.faa.named.faa	-1.603	0.014	3.825	2.553	11.501
GCF_000018545.1_ASM1854v1_protein.faa.named.faa	-1.420	6.112	6.085	7.456	17.773
GCF_000832305.1_ASM83230v1_protein.faa.named.faa	0.575	3.776	4.371	4.385	16.660
GCF_000208385.1_ASM20838v1_protein.faa.named.faa	0.254	0.212	1.744	1.089	3.237
GCF_000015485.1_ASM1548v1_protein.faa.named.faa	10.824	8.863	5.904	6.955	11.811
GCF_000006965.1_ASM696v1_protein.faa.named.faa	0.012	9.698	6.209	7.792	18.210
GCF_000317975.2_ASM31797v2_protein.faa.named.faa	-0.545	0.475	1.167	0.637	2.770
GCF_000412265.2_ASM41226v2_protein.faa.named.faa	0.260	3.412	4.458	2.095	15.745
GCF_000022205.1_ASM2220v1_protein.faa.named.faa	1.173	6.486	3.286	2.595	12.567
GCF_000143685.1_ASM14368v1_protein.faa.named.faa	3.496	15.013	3.677	0.956	8.785
GCF_000011985.1_ASM1198v1_protein.faa.named.faa	-1.674	1.283	1.697	-0.104	1.644
GCF_000025665.1_ASM2566v1_protein.faa.named.faa	7.831	5.241	-0.103	0.431	5.840
GCF_000015325.1_ASM1532v1_protein.faa.named.faa	-1.017	4.320	2.739	4.191	15.139
GCF_000010325.1_ASM1032v1_protein.faa.named.faa	7.824	7.374	4.170	5.877	12.363
GCF_000511305.1_ASM51130v1_protein.faa.named.faa	0.313	2.206	3.655	2.502	14.637
GCF_000006985.1_ASM698v1_protein.faa.named.faa	10.978	9.223	4.713	3.619	12.064
GCF_000017025.1_ASM1702v1_protein.faa.named.faa	2.129	5.584	3.135	1.165	7.966
GCF_000020545.1_ASM2054v1_protein.faa.named.faa	11.094	9.598	5.534	7.536	12.314
GCF_000235405.2_ASM23540v3_protein.faa.named.faa	0.986	3.171	-0.347	0.837	6.618
GCF_000468615.2_ASM46861v2_protein.faa.named.faa	-0.371	1.051	3.574	5.386	11.578
GCF_000013605.1_ASM1360v1_protein.faa.named.faa	2.815	5.139	4.594	9.622	15.159
GCF_001187785.1_ASM118778v1_protein.faa.named.faa	-0.273	2.809	2.324	8.471	12.250
GCF_000218545.1_ASM21854v1_protein.faa.named.faa	-0.038	2.516	3.519	3.330	14.156
GCF_000389635.1_ASM38963v1_protein.faa.named.faa	2.828	8.279	4.020	1.317	11.851
GCF_000012445.1_ASM1244v1_protein.faa.named.faa	0.835	3.887	4.582	5.292	16.598
GCF_000020605.1_ASM2060v1_protein.faa.named.faa	0.941	7.973	1.795	0.771	5.091
GCF_000013765.1_ASM1376v1_protein.faa.named.faa	-0.713	1.269	2.932	7.171	11.073
GCF_000341345.1_ASM34134v1_protein.faa.named.faa	-0.056	0.447	3.918	2.196	11.094
GCF_000730245.1_ASM73024v1_protein.faa.named.faa	-0.047	1.605	1.803	4.212	7.116
GCF_000767275.2_ASM76727v3_protein.faa.named.faa	1.005	2.730	-0.428	1.052	7.032
GCF_000970025.1_ASM97002v1_protein.faa.named.faa	5.687	79.143	4.467	0.041	10.605
GCF_000012765.1_ASM1276v1_protein.faa.named.faa	-0.625	-0.311	0.383	-0.035	0.100
GCF_000196015.1_ASM19601v1_protein.faa.named.faa	1.670	4.764	4.168	7.998	16.752
GCF_000218915.1_ASM21891v1_protein.faa.named.faa	1.736	3.983	3.560	3.410	15.118
GCF_000015105.1_ASM1510v1_protein.faa.named.faa	8.712	3.632	3.862	5.294	13.148
GCF_000009965.1_ASM996v1_protein.faa.named.faa	5.383	5.013	-0.430	0.060	6.817
GCF_000190635.1_ASM19063v1_protein.faa.named.faa	4.951	14.785	3.874	0.813	11.112
GCF_000187705.1_ASM18770v1_protein.faa.named.faa	1.630	5.382	3.429	3.302	14.045
GCF_000011185.1_ASM1118v1_protein.faa.named.faa	4.523	4.996	-0.413	1.903	7.819
GCF_000875675.1_ASM87567v1_protein.faa.named.faa	-2.563	-0.236	2.960	2.339	7.374
GCF_000266925.1_ASM26692v1_protein.faa.named.faa	5.281	16.623	-0.031	0.938	6.166
GCF_000739455.1_ASM73945v1_protein.faa.named.faa	-0.249	-1.137	3.464	3.327	10.404
GCF_000015345.1_ASM1534v1_protein.faa.named.faa	-1.278	0.016	0.022	1.005	1.985
GCF_001310085.1_ASM131008v1_protein.faa.named.faa	-0.600	6.511	2.980	3.627	12.621
GCF_000024005.1_ASM2400v1_protein.faa.named.faa	-0.111	2.837	3.427	4.765	16.317
GCF_000012505.1_ASM1250v1_protein.faa.named.faa	2.637	4.644	8.274	3.282	14.098
GCF_000219725.1_ASM21972v1_protein.faa.named.faa	0.671	2.822	1.210	0.938	5.344
GCF_000800455.1_ASM80045v1_protein.faa.named.faa	0.251	0.578	1.413	0.083	2.946
GCF_000007025.1_ASM702v1_protein.faa.named.faa	0.417	1.371	1.858	3.934	6.783
GCF_000186365.1_ASM18636v1_protein.faa.named.faa	4.426	4.008	-0.645	0.132	4.535
GCF_001010805.1_ASM101080v1_protein.faa.named.faa	1.530	2.520	3.915	6.688	12.061
GCF_000730425.1_ASM73042v1_protein.faa.named.faa	0.152	3.277	3.516	6.413	15.904
GCF_000179015.2_ASM17901v2_protein.faa.named.faa	0.346	3.907	3.376	6.025	15.853
GCF_000025685.1_ASM2568v1_protein.faa.named.faa	1.510	6.377	2.951	2.951	13.247
GCF_000008205.1_ASM820v1_protein.faa.named.faa	-0.153	-0.605	0.010	0.162	0.230
GCF_001430825.1_ASM143082v1_protein.faa.named.faa	-1.325	1.035	4.158	4.399	10.403
GCF_001028705.1_ASM102870v1_protein.faa.named.faa	0.149	3.162	4.379	7.503	15.230
GCF_000246985.2_ASM24698v3_protein.faa.named.faa	5.747	11.294	-0.220	0.151	7.106
GCF_001580455.1_ASM158045v1_protein.faa.named.faa	0.379	3.434	3.308	6.776	16.570
GCF_000014385.1_ASM1438v1_protein.faa.named.faa	-0.965	-0.143	0.874	0.440	2.015
GCF_000008805.1_ASM880v1_protein.faa.named.faa	-0.229	2.754	1.908	2.748	11.316
GCF_000019785.1_ASM1978v1_protein.faa.named.faa	2.197	17.105	6.006	8.271	18.024
GCF_000069945.1_ASM6994v1_protein.faa.named.faa	-0.527	0.415	2.953	3.305	8.882
GCF_000015305.1_ASM1530v1_protein.faa.named.faa	0.159	3.583	4.465	2.276	15.866
GCF_000213235.1_ASM21323v1_protein.faa.named.faa	0.862	10.085	0.239	1.026	3.853
GCF_000186245.1_ASM18624v1_protein.faa.named.faa	7.021	5.082	3.450	7.088	12.941
GCF_000024565.1_ASM2456v1_protein.faa.named.faa	-0.144	0.177	0.119	-0.093	0.420
GCF_000755185.1_ASM75518v1_protein.faa.named.faa	-1.408	1.327	3.723	3.428	9.397
GCF_000025305.1_ASM2530v1_protein.faa.named.faa	0.486	1.511	0.670	0.936	5.206
GCF_000829235.1_ASM82923v1_protein.faa.named.faa	4.736	5.425	7.076	3.311	10.213
GCF_000223885.1_ASM22388v1_protein.faa.named.faa	0.293	3.123	2.381	5.371	13.073
GCF_000968175.1_ASM96817v1_protein.faa.named.faa	0.048	2.829	3.195	1.917	12.169
GCF_001655615.1_ASM165561v1_protein.faa.named.faa	1.521	3.978	4.248	4.026	15.785
GCF_000404165.1_ASM40416v1_protein.faa.named.faa	5.193	71.014	4.948	0.743	7.688
GCF_000953015.1_Candidatus_Methylopumilus_turicensis_MMS-10A-171_protein.faa.named.faa	1.486	16.352	4.056	3.812	12.997
GCF_000223905.1_ASM22390v1_protein.faa.named.faa	2.221	6.344	3.515	2.951	13.939
GCF_000319245.1_ASM31924v1_protein.faa.named.faa	0.437	3.242	0.780	-0.057	5.648
GCF_001005905.1_ASM100590v1_protein.faa.named.faa	2.182	0.154	3.838	3.424	10.708
GCF_001542815.1_ASM154281v1_protein.faa.named.faa	-0.223	17.334	7.071	6.173	17.691
GCF_001411495.1_ASM141149v1_protein.faa.named.faa	-0.946	3.743	4.299	4.703	16.631
GCF_000828575.1_ASM82857v1_protein.faa.named.faa	5.760	77.748	4.741	0.438	8.605
GCF_000157355.2_ASM15735v2_protein.faa.named.faa	-0.296	2.006	1.437	0.465	3.764
GCF_001535545.1_ASM153554v1_protein.faa.named.faa	0.181	2.676	3.517	4.091	10.851
